id,recipient,agency_name,year_received,date_received,donor,donor_country,gift_description,value_usd,justification
912,President,National Security Council,2001,NA,"His Excellency Jiang Zemin, President of the People's Republic of China",China,"Vase: ceramic vase painted with Chinese landscape; held in a silk box with rosewood stand. Recd--October 24, 2001. Est. Value-- $150. Archives Foreign. Tunic: blue and gold, traditional Chinese silk tunic lined in ivory silk and held in a personalized red silk garment bag. Recd- -October 24, 2001. Est. Value--$350. Archives Foreign.",350,Non-acceptance would cause embarrassment to donor and U.S. Government
913,President,National Security Council,2001,NA,"His Highness Sheikh Sulman bin Hamad bin Isa Al-Khalifa, Crown Prince of the State of Bahrain and Head of the Bahrain Defense Force",Bahrain,"Vessel: 12'' silver and gold lidded pitcher with elaborate detailing. Recd-- October 25, 2001. Est. Value--$850. Archives Foreign.",850,Non-acceptance would cause embarrassment to donor and U.S. Government
914,President,National Security Council,2001,NA,"His Excellency Abdelaziz Bouteflika, President of the People's Democratic Republic of Algeria",Algeria,"Dates: two boxes of Algerian dates. Recd-- November 6, 2001. Est. Value--$130. Handled pursuant to Secret Service policy. Wine (12 bottles): 1998 Domanine Sebra, 1998 Domaine Mamounia, and 1998 Domaine Khadra (4 bottles of each). Recd- -November 6, 2001. Est. Value--$180. Handled pursuant to Secret Service policy. Rug: 6' x 9' multi- colored area rug made of native Algerian wool. Recd--November 6, 2001. Est. Value-- $2800. Archives Foreign Mosaic: 51'' x 47'' ceramic tile mosaic in blue and green floral pattern, in a wooden frame. Recd--November 6, 2001. Est. Value-- $1800. Archives Foreign.",2800,Non-acceptance would cause embarrassment to donor and U.S. Government
915,President,National Security Council,2001,NA,"His Excellency Jacques Chirac, President of the French Republic",France,"Wine: 6 bottles of 1990 Chateau Talbot Saint- Julien. Recd--November 7, 2001. Est. Value-- $450. Handled pursuant to Secret Service policy.",450,Non-acceptance would cause embarrassment to donor and U.S. Government
916,President,National Security Council,2001,NA,"His Excellency Atal Bihari Vajpayee, Prime Minister of the Republic of India",India,"Sterling silver tray (11'' x 11'') and bowl (8'') with bulls around the edges. Recd- -November 9, 2001. Est. Value--$1000. Archives Foreign.",1000,Non-acceptance would cause embarrassment to donor and U.S. Government
917,President,National Security Council,2001,NA,"His Excellency Stjephan Mesic, President of the Republic of Croatia",Croatia,"Facsimile of letter recognizing the United States as a nation; held in a leather presentation box embossed with Croation crest. Recd--November 10, 2001. Est. Value-- $300. Archives Foreign.",300,Non-acceptance would cause embarrassment to donor and U.S. Government
918,President,National Security Council,2001,NA,"His Excellency Vladimir Putin, President of the Russian Federation",Russia,"Samovar: 40'' electric stainless steel tea urn with platter. Recd- -November 13, 2001. Est. Value--$750. Archives Foreign.",750,Non-acceptance would cause embarrassment to donor and U.S. Government
919,President,National Security Council,2001,NA,"His Excellency Enrique Bolanos, President- elect of the Republic of Nicaragua",Nicaragua,Commemorative coin: gold coin with ``Commemoraction Cenenario Natalicio de Rubon Dario'' printed inside lid of blue box with blue velvet interior. Est. Value-- $300. Archives Foreign.,300,Non-acceptance would cause embarrassment to donor and U.S. Government
920,President,National Security Council,2001,NA,"Her Excellency Gloria Macapagal-Arroyo, President of the Republic of the Philippines and Mr. Jose Miguel Arroyo",Philippines,"CDs (2): commemorating September 11 attacks: ``Long Live America'' and ``My Heart's Song: For NYC and the World;'' lyrics of ``Long Live America!'' in silver painted frame (8'' x 10''). Recd--November 21, 2001. Est. Value--$45. Archives Foreign. Hardcover art book: ``Kiukok: Deconstructing Despair,'' by Alfredo Roces. Recd--November 21, 2001. Est. Value-- $75. Archives Foreign. Cuff links: yellow mother of pearl cuff links set in 18K gold. Recd--November 21, 2001. Est. Value-- $300. Archives Foreign. Painting: 19'' x 25'' painting ``Rooster'' by Filippino artist Ang Kiukok in a goldtone frame. Recd-- November 21, 2001. Est. Value--$450. Archives Foreign.",450,Non-acceptance would cause embarrassment to donor and U.S. Government
921,President,National Security Council,2001,NA,His Excellency The president of the Argentine Nation and Mrs. de De la Rua,Argentina,"Tea: 72 packets of La Virginia Argentine tea. Recd--November 27, 2001. Est. Value-- $72. Handled pursuant to Secret Service policy. Box: 11\1/2\'' x 7'' x 3\1/2\'' sterling silver box with wood interior and crest of Argentina on lid. Recd- -November 27, 2001. Est. Value--$450. Archives Foreign.",450,Non-acceptance would cause embarrassment to donor and U.S. Government
922,President,National Security Council,2001,NA,"His Excellency Pervez Musharraf, President of the Islamic Republic of Pakistan",Pakistan,"Saddle: Western-style brown leather saddle with silver accents. Recd--November 27, 2001. Est. Value-- $500. Archives Foreign. Hat: brown leather hat with drawstring. Redc-- November 27, 2001. Est. Value--$75. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
923,President,National Security Council,2001,NA,"His Excellency Didier Ratsiraka, President of the Republic of Madagascar",Madagascar,"Artwork (45.5'' x 35''): oil painting of five African tribal dancers in gold-toned frame. Recd--November 27, 2001. Est. Value-- $500. Archives Foreign. Artwork (31'' x 27''): oil painting of village scene with purple flowering tree; held in wooden frame painted white with red accents. Recd-- November 27, 2001. Est. Value--$325. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
924,President,National Security Council,2001,NA,"His Excellency Jose Maria Aznar, President of the Government of Spain",Spain,"Artwork (9'' x 12''): blue cross with black overlay, and yellow and red background, by Rafael Canogar, numbered 17/25. Recd-- November 28, 2001. Est. Value--$500. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
925,President,National Security Council,2001,NA,"His Excellency Ali Abdullah Saleh, President of the Republic of Yemen",Yemen,"Sword: 29'' silver saber with curved blade and scabard with elaborate detailing and amber stones. Recd- -November 28, 2001. Est. Value--$1500. Archives Foreign. Fabric (4 pieces): 98'' x 49'' blue and orange striped material; 116'' x 46''): black and orange striped material (2); and 100'' x 44'' blue and yellow striped material. Recd-- November 28, 2001. Est. Value--$300. Archives Foreign.",1500,Non-acceptance would cause embarrassment to donor and U.S. Government
926,President,National Security Council,2001,NA,"His Excellency Ariel Sharon, Prime Minister of Israel",Israel,"Framed photograph: 27'' x 24'' doubled matted color photo of then- Governor Bush at the Western Wall in Jerusalem, Israel. Recd--December 2, 2001. Est. Value-- $300. Archives Foreign.",300,Non-acceptance would cause embarrassment to donor and U.S. Government
927,President,National Security Council,2001,NA,"His Excellency Ariel Sharon, Prime Minister of Israel",Israel,"Framed message: 19'' x 24'' message proclaiming the planting of 5000 trees in a park in Jerusalem to honor the victims of the September 11 attacks; in a painted wood frame with cream matting. Small plaque on frame engraved: ``With appreciation for your leadership, courage, and determination in the face of evil.'' Recd-- December 3, 2001. Est. Value--$69. Archives Foreign. Circular engraved sterling and gold representation of Jerusalem; small plaque on stand reads: ``Presented to The Honorable George W. Bush, President of the United States of America, In Friendship December 2001, Ariel Sharon, Prime Minister of the State of Israel.'' Recd-- December 3, 2001. Est. Value--$500. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
928,President,National Security Council,2001,NA,"His Excellency Jorge Fernando Quiroga Ramirez, President of the Republic of Bolivia",Bolivia,"Staff: 48'' wooden rod bound in silver, inset with multi-colored glass stones; 6 hanging charms near the top. Recd-- December 6, 2001. Est. Value--$300. Archives Foreign.",300,Non-acceptance would cause embarrassment to donor and U.S. Government
929,President,National Security Council,2001,NA,"His Excellency Vicente Fox Quesada, President of the United Mexican States",Mexico,"Hardcover coffee table book: ``Casas de los Cabos.'' Recd-- December 7, 2001. Est. Value--$50. Archives Foreign. Decorative silver bowl (4'' x 4''d) with a small bird on the lip. Recd--December 7, 2001. Est. Value-- $250. Archives Foreign.",250,Non-acceptance would cause embarrassment to donor and U.S. Government
930,President,National Security Council,2001,NA,"His Excellency Sakthip Krairiksh, Ambassador of the Kingdom of Thailand",Thailand,"Lamp: 27'' lamp with a jade base carved in the shape of an elephant, with a 14'' green silk shade. Recd- -December 14, 2001. Est. Value--$800. Archives Foreign.",800,Non-acceptance would cause embarrassment to donor and U.S. Government
931,President,National Security Council,2001,NA,"His Excellency Thaksin Shinawatra, Prime Minister of the Kingdom of Thailand",Thailand,"Books: boxed set of nine volumes on the ``Kings of the Royal House of Chakri.'' Recd--December 14, 2001. Est. Value-- $350. Archives Foreign. Stationery: 2 sets of paper and envelopes, with a gold tone letter opener; held in a polished burlwood box with the seal of the Royal Thai Government on the lid. Recd--December 14, 2001. Est. Value--$60. Archives Foreign. Travel desk: 13\1/2\'' x 17\1/2\'' black leather-topped lap desk with polished burlwood trim. Recd-- December 14, 2001. Est. Value--$250. Archives Foreign.",350,Non-acceptance would cause embarrassment to donor and U.S. Government
932,President,National Security Council,2001,NA,"His Excellency Tang Jiaxuan, Minister of Foreign Affairs of the People's Republic of China",China,"Colored photographs (19): pictures of the Presidential visit to China; off-white matting with gold edges (9.5'' x 13''). Recd--December 19, 2001. Est. Value-- $333. Archives Foreign.",333,Non-acceptance would cause embarrassment to donor and U.S. Government
933,President,National Security Council,2001,NA,"His Excellency Nursultan Nazarbayev, President of the Republic of Kazakhstan",Kazakhstan,"Decorative silver stand (6\1/2\'') with a marble base; indigenous Kazakhstan animals adorn the stand; held in a green leather presentation case. Recd--December 21, 2001. Est. Value-- $5697. Archives Foreign. Silver medallion (2'' diameter): engraved with ``President of Republic of Kazakhstan'' with outline and signature of President Nazarbayev. Recd-- December 21, 2001. Est. Value--$40. Archives Foreign.",5697,Non-acceptance would cause embarrassment to donor and U.S. Government
934,President,National Security Council,2001,NA,"His Excellency Nursultan Nazarbayev, President of the Republic of Kazakhstan",Kazakhstan,"Saddle: black with ornate trimming. Recd-- December 21, 2001. Est. Value--$7500. Archives Foreign.",7500,Non-acceptance would cause embarrassment to donor and U.S. Government
935,President,National Security Council,2001,NA,"The Right Honorable Jean Chretien, P.C., M.P., Prime Minister of Canada",Canada,"Hardcover leather books (2 copies): ``A Diary Between Friends,'' by Alliance Atlantis Communications, Inc. (English and French versions), in sleeves. Recd--December 27, 2001. Est. Value-- $500. Archives Foreign.",500,Non-acceptance would cause embarrassment to donor and U.S. Government
936,President,National Security Council,2001,NA,"His Excellency Zine El- Abidine Ben Ali, President of the Republic of Tunisia",Tunisia,"Branched dates (approximately 30 pounds). Recd-- December 31, 2001. Est. Value--$180. Handled pursuant to Secret Service policy. Purple leather chest (16'' x 18'' x 24''): Bombay vault style with mirror-lined lid; one false drawer, two half drawers, and one full drawer, all leather covered and lined. Recd--December 31, 2001. Est. Value-- $700. Archives Foreign. Olive oil (8 liters). Recd--December 31, 2001. Est. Value--$28. Handled pursuant to Secret Service policy. Bottles of wine (6): ``Les Vignes de Tanit (2 Rose, 2 Blanc, 2 Rouge),'' made in Tunisia. Recd-- December 31, 2001. Est. Value--$48. Handled pursuant to Secret Service policy.",700,Non-acceptance would cause embarrassment to donor and U.S. Government
